code,color,y,x1,x2,x3,x4,x5,x6,x7,Overduearea,Planneddeliveryarea,Province,City,Region,province_additional,city_additional,region_additional,firm_id,completion_pct,months_overdue,offset_discount,gov_intervention,contractor_litigation,contractor_soe,Overdue,Planned,O_rate,O_rate_clipped,full_overdue_incidence,completion_stage,completion_low_proxy,x1_int,x1_int_w,supplement_complete
hbcz022,1.0,67139.55,7.69282,0.0,1.0626221,2.9019752,0.7109781757714158,0.01213319377191041,0.2488844305706367,67139.55,67139.55,Hebei,沧州市,Eastern area,Hebei,沧州市,Eastern area,2.0,1.0,2.0,0.85,3.0,0.0,0.0,67139.55,67139.55,1.0,0.9999,1.0,1.0,1.0,0.00011457955854634117,0.00011457955854634117,1
hbcz037,1.0,54866.36,7.0211446,0.0,1.2535466,4.6338318,0.7109781757714158,0.01213319377191041,0.2488844305706367,54866.36,54866.36,Hebei,沧州市,Eastern area,Hebei,沧州市,Eastern area,2.0,1.0,1.0,1.0,2.0,0.0,0.0,54866.36,54866.36,1.0,0.9999,1.0,1.0,1.0,0.00012796811379504674,0.00012796811379504674,1
hbcz083,1.0,118086.55,18.175221,1.0,1.4112302,1.957993,0.7109781757714158,0.01213319377191041,0.2488844305706367,118086.55,118086.55,Hebei,沧州市,Eastern area,Hebei,沧州市,Eastern area,2.0,5.0,3.0,0.85,2.0,0.0,1.0,118086.55,118086.55,1.0,0.9999,1.0,5.0,0.0,0.0001539144043076879,0.0001539144043076879,1
hbcz160,1.0,56801.29,4.9785053,0.0,1.1658234,4.4419882,0.7109781757714158,0.01213319377191041,0.2488844305706367,56801.29,85285.37,Hebei,沧州市,Eastern area,Hebei,沧州市,Eastern area,0.0,3.0,2.0,1.1,2.0,0.0,1.0,56801.29,85285.37,0.6660144641454918,0.6660144641454918,0.0,3.0,0.0,5.8374669653189055e-05,5.8374669653189055e-05,1
hbes003,1.0,72369.33,25.441676,0.0,0.85310372,10.509967,0.9331094298881084,0.04695507608358339,0.30194695293896684,72369.33,72369.33,Hubei,恩施市,Central area,Hubei,恩施市,Central area,0.0,2.0,2.0,1.0,2.0,0.0,0.0,72369.33,72369.33,1.0,0.9999,1.0,2.0,1.0,0.0003515532892179602,0.0003515532892179602,1
hbhb170,3.0,92275.08,0.0,0.0,2.3060708,3.2074696,0.7109781757714158,0.01213319377191041,0.2488844305706367,92275.08,92275.08,Hebei,秦皇岛市,Eastern area,Hebei,秦皇岛市,Eastern area,0.0,5.0,4.0,1.2,2.0,0.0,1.0,92275.08,92275.08,1.0,0.9999,1.0,5.0,0.0,0.0,0.0,1
hbsj062,1.0,39404.91,14.042235,0.0,1.0233375,0.61536948,0.7109781757714158,0.01213319377191041,0.2488844305706367,39404.91,39404.91,Hebei,石家庄市,Eastern area,Hebei,石家庄市,Eastern area,2.0,1.0,4.0,1.2,1.0,1.0,1.0,39404.91,39404.91,1.0,0.9999,1.0,1.0,1.0,0.0003563574945355794,0.0003563574945355794,1
hbsj095,1.0,80189.25,0.0,0.0,1.14748,7.6014142,0.7109781757714158,0.01213319377191041,0.2488844305706367,80189.25,80189.25,Hebei,石家庄市,Eastern area,Hebei,石家庄市,Eastern area,3.0,4.0,2.0,1.1,3.0,1.0,0.0,80189.25,80189.25,1.0,0.9999,1.0,4.0,0.0,0.0,0.0,1
hbsj155,1.0,16448.12,19.260075999999998,0.0,1.1983747,0.61750311,0.7109781757714158,0.01213319377191041,0.2488844305706367,16448.12,16448.12,Hebei,石家庄市,Eastern area,Hebei,石家庄市,Eastern area,2.0,2.0,3.0,0.9,3.0,1.0,1.0,16448.12,16448.12,1.0,0.9999,1.0,2.0,1.0,0.0011709591126523881,0.0011709591126523881,1
hbts119,2.0,92607.88,0.0,0.0,1.7357399,0.19573246,0.7109781757714158,0.01213319377191041,0.2488844305706367,92607.88,92607.88,Hebei,唐山市,Eastern area,Hebei,唐山市,Eastern area,3.0,3.0,4.0,0.9,1.0,1.0,1.0,92607.88,92607.88,1.0,0.9999,1.0,3.0,0.0,0.0,0.0,1
hbts122,3.0,22251.32,10.318583,0.0,3.565041,0.09566934,0.7109781757714158,0.01213319377191041,0.2488844305706367,22251.32,36619.39,Hebei,唐山市,Eastern area,Hebei,唐山市,Eastern area,3.0,1.0,3.0,1.1,1.0,0.0,0.0,22251.32,36619.39,0.6076376477052184,0.6076376477052184,0.0,1.0,1.0,0.00028177921587443157,0.00028177921587443157,1
hbxt116,1.0,43466.99,21.822558,0.0,1.1948587,1.3297436,0.7109781757714158,0.01213319377191041,0.2488844305706367,43466.99,43466.99,Hebei,邢台市,Eastern area,Hebei,邢台市,Eastern area,1.0,1.0,1.0,1.05,1.0,1.0,1.0,43466.99,43466.99,1.0,0.9999,1.0,1.0,1.0,0.0005020489801571262,0.0005020489801571262,1
hbzj110,3.0,44292.99999999999,233.50376,0.0,1.0163495,6.8656484,0.7109781757714158,0.01213319377191041,0.2488844305706367,44292.99999999999,44292.99999999999,Hebei,张家口市,Eastern area,Hebei,张家口市,Eastern area,1.0,1.0,4.0,0.8,1.0,1.0,0.0,44292.99999999999,44292.99999999999,1.0,0.9999,1.0,1.0,1.0,0.00527179825254555,0.0052629059557333276,1
hbzj150,1.0,5525.910000000001,5.2022526000000004,0.0,0.7283075,0.23693306,0.7109781757714158,0.01213319377191041,0.2488844305706367,5525.910000000001,5525.910000000001,Hebei,张家口市,Eastern area,Hebei,张家口市,Eastern area,2.0,2.0,2.0,0.8,2.0,1.0,0.0,5525.910000000001,5525.910000000001,1.0,0.9999,1.0,2.0,1.0,0.0009414291220812499,0.0009414291220812499,1
hnbh091,2.0,101306.06,22.679519,0.0,2.3060708,10.146545,0.5358266188939392,0.015024725850280807,0.42157744923379037,101306.06,101306.06,Hainan,海口市,Eastern area,Hainan,海口市,Eastern area,0.0,1.0,1.0,1.3,2.0,0.0,0.0,101306.06,101306.06,1.0,0.9999,1.0,1.0,1.0,0.00022387129654435282,0.00022387129654435282,1
hncd136,1.0,46401.92,24.930424,0.0,1.268076,0.79895035,0.7964985177890068,0.05270960946459299,0.25170903489386925,46401.92,46401.92,Hunan,常德市,Central area,Hunan,常德市,Central area,3.0,2.0,1.0,1.0,2.0,0.0,1.0,46401.92,46401.92,1.0,0.9999,1.0,2.0,1.0,0.0005372713887701198,0.0005372713887701198,1
hncd153,1.0,7474.74,0.0,0.0,1.653327,0.09657363,0.7964985177890068,0.05270960946459299,0.25170903489386925,7474.74,7474.74,Hunan,常德市,Central area,Hunan,常德市,Central area,1.0,1.0,1.0,0.85,1.0,0.0,1.0,7474.74,7474.74,1.0,0.9999,1.0,1.0,1.0,0.0,0.0,1
hncs048,1.0,37504.5,50.584542,0.0,3.8800757,4.3148316,0.7964985177890068,0.05270960946459299,0.25170903489386925,37504.5,37504.5,Hunan,长沙市,Central area,Hunan,长沙市,Central area,0.0,3.0,3.0,0.8,2.0,1.0,0.0,37504.5,37504.5,1.0,0.9999,1.0,3.0,0.0,0.0013487592688877334,0.0013487592688877334,1
hnhh029,1.0,19165.47,1.1284433,0.0,0.92721231,1.112088,0.7964985177890068,0.05270960946459299,0.25170903489386925,19165.47,57275.049999999996,Hunan,怀化市,Central area,Hunan,怀化市,Central area,0.0,1.0,3.0,1.05,1.0,1.0,0.0,19165.47,57275.049999999996,0.33462161971050225,0.33462161971050225,0.0,1.0,1.0,1.970217922114429e-05,1.970217922114429e-05,1
hnhh035,2.0,26646.2,12.867451,0.0,0.78017771,1.3427657,0.7964985177890068,0.05270960946459299,0.25170903489386925,26646.2,51887.17,Hunan,怀化市,Central area,Hunan,怀化市,Central area,1.0,1.0,1.0,0.95,1.0,1.0,1.0,26646.2,51887.17,0.5135412087419684,0.5135412087419684,0.0,1.0,1.0,0.0002479890693595353,0.0002479890693595353,1
hnhh173,2.0,27237.2,32.03863,0.0,2.3060708,3.2074696,0.7964985177890068,0.05270960946459299,0.25170903489386925,27237.2,81711.6,Hunan,怀化市,Central area,Hunan,怀化市,Central area,0.0,2.0,4.0,1.0,1.0,1.0,0.0,27237.2,81711.6,0.3333333333333333,0.3333333333333333,0.0,2.0,1.0,0.0003920940233699988,0.0003920940233699988,1
hnhn167,3.0,75114.28,36.146777,0.0,1.4443173,0.85530368,0.7964985177890068,0.05270960946459299,0.25170903489386925,75114.28,75114.28,Hunan,邵阳市,Central area,Hunan,邵阳市,Central area,2.0,2.0,1.0,0.85,1.0,0.0,0.0,75114.28,75114.28,1.0,0.9999,1.0,2.0,1.0,0.00048122376996757475,0.00048122376996757475,1
hnld008,1.0,37651.020000000004,25.827522,0.0,1.2458369,0.87499932,0.7964985177890068,0.05270960946459299,0.25170903489386925,37651.020000000004,37651.020000000004,Hunan,娄底市,Central area,Hunan,娄底市,Central area,2.0,1.0,1.0,1.1,2.0,0.0,1.0,37651.020000000004,37651.020000000004,1.0,0.9999,1.0,1.0,1.0,0.0006859713760742736,0.0006859713760742736,1
hnld011,1.0,69195.39,0.0,0.0,1.516432,0.45143541,0.7964985177890068,0.05270960946459299,0.25170903489386925,69195.39,69195.39,Hunan,娄底市,Central area,Hunan,娄底市,Central area,1.0,1.0,4.0,1.2,1.0,0.0,0.0,69195.39,69195.39,1.0,0.9999,1.0,1.0,1.0,0.0,0.0,1
hnld026,1.0,93034.42,18.243569,1.0,1.0059577,1.6413722,0.7964985177890068,0.05270960946459299,0.25170903489386925,93034.42,93034.42,Hunan,娄底市,Central area,Hunan,娄底市,Central area,3.0,1.0,2.0,0.95,2.0,0.0,0.0,93034.42,93034.42,1.0,0.9999,1.0,1.0,1.0,0.00019609483242868608,0.00019609483242868608,1
hnly104,2.0,103884.13999999998,0.0,0.0,0.93391283,2.7338999,0.7964985177890068,0.05270960946459299,0.25170903489386925,103884.13999999998,103884.13999999998,Hunan,长沙市,Central area,Hunan,长沙市,Central area,1.0,4.0,1.0,1.2,1.0,0.0,1.0,103884.13999999998,103884.13999999998,1.0,0.9999,1.0,4.0,0.0,0.0,0.0,1
